Date,Open,High,Low,Close,Volume
2017-01-02 07:33:00,7.79,7.79,7.78,7.78,9114.240000000003
2017-01-02 07:34:00,7.78,7.79,7.78,7.79,1616409.4000000001
2017-01-02 07:35:00,7.79,7.8,7.79,7.79,67126.71999999999
2017-01-02 07:36:00,7.8,7.8,7.79,7.79,394679.9199999999
2017-01-02 07:37:00,7.8,7.8,7.79,7.79,174530.96000000002
2017-01-02 07:38:00,7.79,7.79,7.79,7.79,195466.68000000005
2017-01-02 07:39:00,7.79,7.79,7.79,7.79,195466.68000000005
2017-01-02 07:40:00,7.79,7.8,7.79,7.79,62.339999999999996
2017-01-02 07:41:00,7.79,7.8,7.79,7.79,129540.56
2017-01-02 07:42:00,7.8,7.8,7.79,7.79,200413.16000000003
2017-01-02 07:43:00,7.8,7.8,7.79,7.79,111070.12
2017-01-02 07:44:00,7.8,7.8,7.8,7.8,9438.0
2017-01-02 07:45:00,7.8,7.8,7.79,7.8,499387.18000000005
2017-01-02 07:46:00,7.79,7.79,7.79,7.79,110804.95999999999
2017-01-02 07:47:00,7.8,7.8,7.79,7.79,155831.18
2017-01-02 07:48:00,7.79,7.8,7.79,7.79,625360.0399999999
2017-01-02 07:49:00,7.79,7.8,7.79,7.79,625360.0399999999
2017-01-02 07:50:00,7.79,7.79,7.79,7.79,422404.95999999996
2017-01-02 07:51:00,7.79,7.79,7.79,7.79,422404.95999999996
2017-01-02 07:52:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 07:53:00,7.79,7.79,7.79,7.79,110836.11999999995
2017-01-02 07:54:00,7.79,7.79,7.79,7.79,155815.58000000002
2017-01-02 07:55:00,7.79,7.8,7.79,7.79,17983.74
2017-01-02 07:56:00,7.8,7.8,7.79,7.79,31.18
2017-01-02 07:57:00,7.8,7.8,7.79,7.79,31.18
2017-01-02 07:58:00,7.8,7.8,7.79,7.79,31.18
2017-01-02 07:59:00,7.8,7.8,7.8,7.8,15600.0
2017-01-02 08:00:00,7.79,7.79,7.79,7.79,110789.38
2017-01-02 08:01:00,7.79,7.79,7.79,7.79,15626.740000000005
2017-01-02 08:02:00,7.79,7.79,7.79,7.79,46.74
2017-01-02 08:03:00,7.79,7.79,7.79,7.79,113843.06
2017-01-02 08:04:00,7.8,7.8,7.8,7.8,15.6
2017-01-02 08:05:00,7.79,7.8,7.79,7.8,77.94
2017-01-02 08:06:00,7.79,7.8,7.79,7.79,532592.6599999999
2017-01-02 08:07:00,7.8,7.8,7.8,7.8,265200.0
2017-01-02 08:08:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 08:09:00,7.79,7.79,7.79,7.79,3785.94
2017-01-02 08:10:00,7.79,7.79,7.79,7.79,132289.77999999997
2017-01-02 08:11:00,7.79,7.79,7.79,7.79,132289.77999999997
2017-01-02 08:12:00,7.79,7.79,7.79,7.79,1252382.7200000002
2017-01-02 08:13:00,7.79,7.79,7.78,7.78,7805.5599999999995
2017-01-02 08:14:00,7.78,7.79,7.78,7.79,1188907.8
2017-01-02 08:15:00,7.79,7.79,7.79,7.79,110789.38
2017-01-02 08:16:00,7.79,7.79,7.79,7.79,110789.38
2017-01-02 08:17:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 08:18:00,7.79,7.79,7.79,7.79,110789.38
2017-01-02 08:19:00,7.79,7.79,7.79,7.79,252941.30000000005
2017-01-02 08:20:00,7.79,7.79,7.79,7.79,124063.54000000001
2017-01-02 08:21:00,7.79,7.79,7.79,7.79,313734.45999999996
2017-01-02 08:22:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 08:23:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 08:24:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 08:25:00,7.79,7.79,7.79,7.79,31.16
2017-01-02 08:26:00,7.79,7.79,7.79,7.79,2165.62
2017-01-02 08:27:00,7.79,7.79,7.79,7.79,134159.38
2017-01-02 08:28:00,7.79,7.79,7.79,7.79,134159.38
2017-01-02 08:29:00,7.79,7.8,7.79,7.8,1747.1599999999999
2017-01-02 08:30:00,7.79,7.8,7.79,7.8,1747.1599999999999
2017-01-02 08:31:00,7.8,7.8,7.79,7.79,4882.78
2017-01-02 08:32:00,7.79,7.8,7.79,7.79,118760.75999999998
2017-01-02 08:33:00,7.79,7.79,7.79,7.79,3022.52
2017-01-02 08:34:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 08:35:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 08:36:00,7.79,7.8,7.79,7.79,50306.0
2017-01-02 08:37:00,7.8,7.8,7.79,7.8,20883.98
2017-01-02 08:38:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 08:39:00,7.79,7.8,7.79,7.8,820266.22
2017-01-02 08:40:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 08:41:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 08:42:00,7.79,7.79,7.79,7.79,3380.8600000000006
2017-01-02 08:43:00,7.8,7.8,7.79,7.79,4508.38
2017-01-02 08:44:00,7.79,7.8,7.79,7.8,31.18
2017-01-02 08:45:00,7.8,7.8,7.79,7.8,4175135.3400000003
2017-01-02 08:46:00,7.8,7.81,7.8,7.8,2389891.1999999997
2017-01-02 08:47:00,7.81,7.82,7.8,7.81,2082743.9000000004
2017-01-02 08:48:00,7.81,7.82,7.81,7.81,25818.62
2017-01-02 08:49:00,7.81,7.81,7.81,7.81,406.12
2017-01-02 08:50:00,7.82,7.82,7.81,7.81,400413.24
2017-01-02 08:51:00,7.82,7.82,7.81,7.81,400413.24
2017-01-02 08:52:00,7.82,7.82,7.81,7.81,400413.24
2017-01-02 08:53:00,7.82,7.82,7.8,7.8,2703894.46
2017-01-02 08:54:00,7.8,7.8,7.8,7.8,15.6
2017-01-02 08:55:00,7.8,7.8,7.8,7.8,171.6
2017-01-02 08:56:00,7.8,7.8,7.8,7.8,171.6
2017-01-02 08:57:00,7.8,7.8,7.8,7.8,171.6
2017-01-02 08:58:00,7.8,7.8,7.8,7.8,31.2
2017-01-02 08:59:00,7.8,7.8,7.8,7.8,31.2
2017-01-02 09:00:00,7.8,7.8,7.8,7.8,405.6
2017-01-02 09:01:00,7.8,7.8,7.8,7.8,405.6
2017-01-02 09:02:00,7.81,7.81,7.81,7.81,3905.0
2017-01-02 09:03:00,7.81,7.81,7.81,7.81,1562.0
2017-01-02 09:04:00,7.8,7.8,7.8,7.8,31.2
2017-01-02 09:05:00,7.81,7.81,7.81,7.81,15.62
2017-01-02 09:06:00,7.81,7.81,7.81,7.81,15.62
2017-01-02 09:07:00,7.81,7.81,7.8,7.8,2449346.3400000003
2017-01-02 09:08:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 09:09:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 09:10:00,7.8,7.8,7.79,7.8,2562721.1799999997
2017-01-02 09:11:00,7.8,7.8,7.8,7.8,342186.00000000006
2017-01-02 09:12:00,7.79,7.81,7.79,7.81,682317.6800000002
2017-01-02 09:13:00,7.79,7.81,7.79,7.81,682317.6800000002
2017-01-02 09:14:00,7.8,7.8,7.8,7.8,31.2
2017-01-02 09:15:00,7.8,7.8,7.8,7.8,31.2
2017-01-02 09:16:00,7.8,7.81,7.8,7.81,15625.6
2017-01-02 09:17:00,7.8,7.81,7.8,7.81,593618.0
2017-01-02 09:18:00,7.8,7.8,7.8,7.8,163878.0
2017-01-02 09:19:00,7.8,7.8,7.8,7.8,15.6
2017-01-02 09:20:00,7.8,7.8,7.8,7.8,2317567.2
2017-01-02 09:21:00,7.79,7.79,7.79,7.79,77900.0
2017-01-02 09:22:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 09:23:00,7.8,7.8,7.8,7.8,957403.2
2017-01-02 09:24:00,7.81,7.81,7.8,7.8,266331.6
2017-01-02 09:25:00,7.81,7.81,7.8,7.8,266331.6
2017-01-02 09:26:00,7.81,7.81,7.8,7.8,266331.6
2017-01-02 09:27:00,7.8,7.8,7.8,7.8,68718.0
2017-01-02 09:28:00,7.8,7.8,7.8,7.8,15600.0
2017-01-02 09:29:00,7.8,7.8,7.8,7.8,15600.0
2017-01-02 09:30:00,7.8,7.8,7.8,7.8,22620.0
2017-01-02 09:31:00,7.8,7.8,7.8,7.8,5460.0
2017-01-02 09:32:00,7.8,7.8,7.8,7.8,5460.0
2017-01-02 09:33:00,7.8,7.8,7.8,7.8,5460.0
2017-01-02 09:34:00,7.8,7.8,7.8,7.8,816784.8
2017-01-02 09:35:00,7.8,7.8,7.8,7.8,156000.0
2017-01-02 09:36:00,7.8,7.8,7.8,7.8,62805.600000000006
2017-01-02 09:37:00,7.8,7.8,7.8,7.8,62805.600000000006
2017-01-02 09:38:00,7.8,7.8,7.8,7.8,803197.2000000001
2017-01-02 09:39:00,7.8,7.8,7.8,7.8,803197.2000000001
2017-01-02 09:40:00,7.8,7.8,7.8,7.8,803197.2000000001
2017-01-02 09:41:00,7.8,7.8,7.8,7.8,803197.2000000001
2017-01-02 09:42:00,7.8,7.8,7.8,7.8,109200.0
2017-01-02 09:43:00,7.8,7.8,7.8,7.8,390000.0
2017-01-02 09:44:00,7.8,7.8,7.8,7.8,312000.0
2017-01-02 09:45:00,7.8,7.8,7.79,7.79,524071.9399999998
2017-01-02 09:46:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 09:47:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 09:48:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 09:49:00,7.79,7.79,7.79,7.79,794.5799999999999
2017-01-02 09:50:00,7.8,7.8,7.79,7.79,1913293.1800000002
2017-01-02 09:51:00,7.79,7.79,7.79,7.79,7042.16
2017-01-02 09:52:00,7.79,7.79,7.79,7.79,7042.16
2017-01-02 09:53:00,7.79,7.79,7.79,7.79,7042.16
2017-01-02 09:54:00,7.79,7.79,7.79,7.79,349288.02
2017-01-02 09:55:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 09:56:00,7.8,7.8,7.8,7.8,156.0
2017-01-02 09:57:00,7.8,7.8,7.79,7.79,31215.58
2017-01-02 09:58:00,7.8,7.8,7.79,7.79,15615.580000000002
2017-01-02 09:59:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:00:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:01:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:02:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:03:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:04:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:05:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:06:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:07:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:08:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:09:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:10:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:11:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:12:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:13:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:14:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:15:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:16:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:17:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:18:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:19:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:20:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:21:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:22:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:23:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:24:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:25:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:26:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:27:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:28:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:29:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:30:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:31:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:32:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:33:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:34:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:35:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:36:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:37:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:38:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:39:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:40:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:41:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:42:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:43:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:44:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:45:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:46:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:47:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:48:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:49:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:50:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:51:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:52:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:53:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:54:00,7.8,7.8,7.79,7.79,1324018.78
2017-01-02 10:55:00,7.8,7.8,7.8,7.8,769501.2
2017-01-02 10:56:00,7.8,7.8,7.8,7.8,769501.2
2017-01-02 10:57:00,7.8,7.8,7.8,7.8,769501.2
2017-01-02 10:58:00,7.8,7.8,7.8,7.8,769501.2
2017-01-02 10:59:00,7.8,7.8,7.8,7.8,769501.2
2017-01-02 11:00:00,7.8,7.8,7.8,7.8,769501.2
2017-01-02 11:01:00,7.8,7.8,7.8,7.8,769501.2
2017-01-02 11:02:00,7.8,7.8,7.8,7.8,769501.2
2017-01-02 11:03:00,7.8,7.8,7.8,7.8,769501.2
2017-01-02 11:04:00,7.79,7.79,7.79,7.79,2726.5
2017-01-02 11:05:00,7.79,7.79,7.79,7.79,2726.5
2017-01-02 11:06:00,7.79,7.79,7.79,7.79,2726.5
2017-01-02 11:07:00,7.79,7.79,7.79,7.79,2726.5
2017-01-02 11:08:00,7.79,7.79,7.79,7.79,2726.5
2017-01-02 11:09:00,7.79,7.79,7.79,7.79,3178.32
2017-01-02 11:10:00,7.79,7.79,7.79,7.79,3178.32
2017-01-02 11:11:00,7.8,7.8,7.8,7.8,31.2
2017-01-02 11:12:00,7.79,7.79,7.79,7.79,2944.62
2017-01-02 11:13:00,7.79,7.79,7.79,7.79,2944.62
2017-01-02 11:14:00,7.79,7.79,7.79,7.79,3053.68
2017-01-02 11:15:00,7.79,7.79,7.79,7.79,3053.68
2017-01-02 11:16:00,7.79,7.79,7.79,7.79,3053.68
2017-01-02 11:17:00,7.79,7.79,7.79,7.79,6465.7
2017-01-02 11:18:00,7.79,7.79,7.79,7.79,6465.7
2017-01-02 11:19:00,7.79,7.79,7.79,7.79,6465.7
2017-01-02 11:20:00,7.79,7.8,7.79,7.8,4830.799999999999
2017-01-02 11:21:00,7.79,7.8,7.79,7.8,4830.799999999999
2017-01-02 11:22:00,7.79,7.8,7.79,7.8,4830.799999999999
2017-01-02 11:23:00,7.79,7.8,7.79,7.8,3256.2400000000002
2017-01-02 11:24:00,7.79,7.79,7.78,7.79,1832795.9800000007
2017-01-02 11:25:00,7.78,7.78,7.78,7.78,3174.2400000000002
2017-01-02 11:26:00,7.78,7.78,7.78,7.78,3174.2400000000002
2017-01-02 11:27:00,7.78,7.78,7.78,7.78,46.68
2017-01-02 11:28:00,7.79,7.79,7.78,7.78,15595.560000000001
2017-01-02 11:29:00,7.78,7.79,7.78,7.79,7629.199999999997
2017-01-02 11:30:00,7.79,7.79,7.79,7.79,155.8
2017-01-02 11:31:00,7.79,7.79,7.79,7.79,1994.24
2017-01-02 11:32:00,7.78,7.78,7.78,7.78,2738.56
2017-01-02 11:33:00,7.78,7.78,7.78,7.78,7780.0
2017-01-02 11:34:00,7.78,7.79,7.78,7.78,71850.28
2017-01-02 11:35:00,7.78,7.78,7.78,7.78,12448.0
2017-01-02 11:36:00,7.78,7.78,7.78,7.78,2676.32
2017-01-02 11:37:00,7.78,7.79,7.78,7.78,389031.14
2017-01-02 11:38:00,7.78,7.79,7.78,7.78,389031.14
2017-01-02 11:39:00,7.78,7.78,7.78,7.78,311200.0
2017-01-02 11:40:00,7.78,7.78,7.78,7.78,2940.8399999999997
2017-01-02 11:41:00,7.79,7.79,7.79,7.79,389.5
2017-01-02 11:42:00,7.79,7.79,7.79,7.79,3006.94
2017-01-02 11:43:00,7.79,7.79,7.78,7.78,2971.98
2017-01-02 11:44:00,7.79,7.79,7.78,7.78,1402127.3599999999
2017-01-02 11:45:00,7.78,7.78,7.78,7.78,1281817.24
2017-01-02 11:46:00,7.77,7.78,7.77,7.78,1005243.7999999999
2017-01-02 11:47:00,7.78,7.79,7.78,7.79,6473.66
2017-01-02 11:48:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 11:49:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 11:50:00,7.79,7.79,7.79,7.79,15.58
2017-01-02 11:51:00,7.79,7.79,7.78,7.78,19077.800000000003
2017-01-02 11:52:00,7.79,7.79,7.78,7.78,19077.800000000003
2017-01-02 11:53:00,7.78,7.78,7.78,7.78,38122.0
2017-01-02 11:54:00,7.78,7.78,7.78,7.78,38122.0
2017-01-02 11:55:00,7.78,7.78,7.78,7.78,38122.0
2017-01-02 11:56:00,7.78,7.78,7.77,7.78,1630796.8800000006
2017-01-02 11:57:00,7.78,7.78,7.78,7.78,1094443.7199999995
2017-01-02 11:58:00,7.78,7.79,7.78,7.79,2243168.640000001
2017-01-02 11:59:00,7.79,7.79,7.79,7.79,762937.02
2017-01-02 12:00:00,7.79,7.79,7.79,7.79,762937.02
2017-01-02 12:01:00,7.8,7.8,7.8,7.8,62400.0
2017-01-02 12:02:00,7.8,7.8,7.8,7.8,312.0
2017-01-02 12:03:00,7.8,7.8,7.79,7.79,576.86
2017-01-02 12:04:00,7.8,7.8,7.79,7.79,576.86
2017-01-02 12:05:00,7.8,7.8,7.79,7.79,576.86
2017-01-02 12:06:00,7.79,7.79,7.79,7.79,257070.00000000003
2017-01-02 12:07:00,7.79,7.79,7.79,7.79,578454.2399999999
2017-01-02 12:08:00,7.79,7.79,7.79,7.79,311.6
2017-01-02 12:09:00,7.78,7.78,7.78,7.78,77.8
2017-01-02 12:10:00,7.78,7.78,7.78,7.78,264.52
2017-01-02 12:11:00,7.78,7.78,7.78,7.78,264.52
2017-01-02 12:12:00,7.78,7.78,7.78,7.78,264.52
2017-01-02 12:13:00,7.78,7.78,7.78,7.78,264.52
2017-01-02 12:14:00,7.78,7.78,7.78,7.78,264.52
2017-01-02 12:15:00,7.78,7.78,7.78,7.78,264.52
2017-01-02 12:16:00,7.78,7.78,7.78,7.78,264.52
2017-01-02 12:17:00,7.78,7.78,7.78,7.78,264.52
2017-01-02 12:18:00,7.78,7.78,7.78,7.78,3469.88
2017-01-02 12:19:00,7.78,7.78,7.78,7.78,3469.88
2017-01-02 12:20:00,7.78,7.78,7.78,7.78,3469.88
2017-01-02 12:21:00,7.78,7.78,7.78,7.78,2691.88
2017-01-02 12:22:00,7.79,7.79,7.79,7.79,3427.6
2017-01-02 12:23:00,7.79,7.79,7.79,7.79,3427.6
2017-01-02 12:24:00,7.78,7.78,7.78,7.78,3112.0
2017-01-02 12:25:00,7.79,7.79,7.79,7.79,779000.0
2017-01-02 12:26:00,7.79,7.79,7.79,7.79,779000.0
2017-01-02 12:27:00,7.79,7.79,7.78,7.78,3937.4800000000005
2017-01-02 12:28:00,7.79,7.79,7.78,7.78,3937.4800000000005
2017-01-02 12:29:00,7.79,7.79,7.79,7.79,1558.0
2017-01-02 12:30:00,7.79,7.79,7.79,7.79,1558.0
2017-01-02 12:31:00,7.78,7.78,7.78,7.78,3469.88
2017-01-02 12:32:00,7.79,7.79,7.79,7.79,24928.0
2017-01-02 12:33:00,7.79,7.79,7.79,7.79,24928.0
2017-01-02 12:34:00,7.78,7.78,7.78,7.78,83432.72
2017-01-02 12:35:00,7.78,7.78,7.78,7.78,83432.72
2017-01-02 12:36:00,7.78,7.78,7.78,7.78,83432.72
2017-01-02 12:37:00,7.78,7.79,7.78,7.79,3112.1999999999994
2017-01-02 12:38:00,7.78,7.78,7.78,7.78,40456.0
2017-01-02 12:39:00,7.78,7.78,7.78,7.78,40456.0
2017-01-02 12:40:00,7.78,7.79,7.78,7.79,3298.919999999999
2017-01-02 12:41:00,7.79,7.79,7.79,7.79,233.7
2017-01-02 12:42:00,7.79,7.79,7.78,7.79,2876313.5799999996
2017-01-02 12:43:00,7.8,7.8,7.79,7.79,809552.4800000002
2017-01-02 12:44:00,7.79,7.79,7.79,7.79,15580.0
2017-01-02 12:45:00,7.79,7.79,7.79,7.79,1558.0
2017-01-02 12:46:00,7.79,7.79,7.79,7.79,77.9
2017-01-02 12:47:00,7.79,7.79,7.79,7.79,31315.800000000003
2017-01-02 12:48:00,7.79,7.79,7.79,7.79,311.6
2017-01-02 12:49:00,7.79,7.79,7.79,7.79,311.6
2017-01-02 12:50:00,7.78,7.78,7.78,7.78,4668.0
2017-01-02 12:51:00,7.79,7.79,7.79,7.79,389.49999999999994
2017-01-02 12:52:00,7.79,7.79,7.79,7.79,2321.42
2017-01-02 12:53:00,7.79,7.79,7.79,7.79,2321.42
2017-01-02 12:54:00,7.79,7.79,7.79,7.79,2321.42
2017-01-02 12:55:00,7.79,7.79,7.79,7.79,2321.42
2017-01-02 12:56:00,7.79,7.79,7.79,7.79,2311931.78
2017-01-02 12:57:00,7.79,7.79,7.79,7.79,3116.0
2017-01-02 12:58:00,7.79,7.79,7.79,7.79,3116.0
2017-01-02 12:59:00,7.79,7.79,7.79,7.79,331791.68
2017-01-02 13:00:00,7.79,7.79,7.79,7.79,331791.68
2017-01-02 13:01:00,7.78,7.78,7.78,7.78,32676.0
2017-01-02 13:02:00,7.79,7.79,7.79,7.79,1339693.0400000003
2017-01-02 13:03:00,7.79,7.79,7.79,7.79,77977.9
2017-01-02 13:04:00,7.79,7.79,7.79,7.79,62320.0
2017-01-02 13:05:00,7.79,7.79,7.79,7.79,62320.0
2017-01-02 13:06:00,7.79,7.79,7.79,7.79,62320.0
2017-01-02 13:07:00,7.78,7.78,7.78,7.78,2660.76
2017-01-02 13:08:00,7.79,7.79,7.79,7.79,153774.6
2017-01-02 13:09:00,7.79,7.79,7.79,7.79,95707.94
2017-01-02 13:10:00,7.79,7.79,7.79,7.79,95707.94
2017-01-02 13:11:00,7.79,7.79,7.79,7.79,467.4
2017-01-02 13:12:00,7.79,7.79,7.79,7.79,467.4
2017-01-02 13:13:00,7.79,7.79,7.79,7.79,84988.9
2017-01-02 13:14:00,7.79,7.79,7.79,7.79,84988.9
2017-01-02 13:15:00,7.79,7.79,7.79,7.79,84988.9
2017-01-02 13:16:00,7.79,7.79,7.79,7.79,84988.9
2017-01-02 13:17:00,7.79,7.79,7.79,7.79,84988.9
2017-01-02 13:18:00,7.79,7.79,7.79,7.79,84988.9
2017-01-02 13:19:00,7.79,7.79,7.79,7.79,84988.9
2017-01-02 13:20:00,7.79,7.79,7.79,7.79,84988.9
2017-01-02 13:21:00,7.79,7.79,7.79,7.79,84988.9
2017-01-02 13:22:00,7.8,7.8,7.8,7.8,795.6
2017-01-02 13:23:00,7.8,7.8,7.8,7.8,156.0
2017-01-02 13:24:00,7.8,7.8,7.8,7.8,156.0
2017-01-02 13:25:00,7.8,7.8,7.8,7.8,156.0
2017-01-02 13:26:00,7.8,7.8,7.8,7.8,156.0
2017-01-02 13:27:00,7.8,7.8,7.8,7.8,1560.0
2017-01-02 13:28:00,7.8,7.8,7.8,7.8,1560.0
2017-01-02 13:29:00,7.8,7.8,7.8,7.8,1560.0
2017-01-02 13:30:00,7.8,7.8,7.79,7.79,3053.88
2017-01-02 13:31:00,7.8,7.8,7.79,7.79,3053.88
2017-01-02 13:32:00,7.79,7.79,7.79,7.79,3022.52
2017-01-02 13:33:00,7.8,7.8,7.8,7.8,15.6
2017-01-02 13:34:00,7.79,7.79,7.79,7.79,3006.94
2017-01-02 13:35:00,7.79,7.79,7.79,7.79,3006.94
2017-01-02 13:36:00,7.79,7.79,7.79,7.79,3006.94
2017-01-02 13:37:00,7.79,7.79,7.79,7.79,3957.32
2017-01-02 13:38:00,7.79,7.79,7.79,7.79,3957.32
2017-01-02 13:39:00,7.79,7.79,7.79,7.79,3957.32
2017-01-02 13:40:00,7.79,7.79,7.79,7.79,4113.12
